  0.0	  5.0	0.02451	0.00111
  5.0	 10.0	0.20708	0.00040
 10.0	 15.0	0.38712	0.00029
 15.0	 20.0	0.41727	0.00027
 20.0	 25.0	0.30887	0.00028
 25.0	 30.0	0.11460	0.00030
 30.0	 35.0	0.53557	0.00027
 35.0	 40.0	0.63047	0.00026
 40.0	 45.0	0.59881	0.00029
 45.0	 50.0	0.53684	0.00032
 50.0	 55.0	0.46535	0.00037
 55.0	 60.0	0.38436	0.00043
 60.0	 65.0	0.30324	0.00052
 65.0	 70.0	0.22450	0.00065
 70.0	 75.0	0.15613	0.00087
 75.0	 80.0	0.10100	0.00124
 80.0	 85.0	0.06420	0.00183
 85.0	 90.0	0.03983	0.00291
 90.0	 95.0	0.02902	0.00530
 95.0	100.0	0.00835	0.02708
