  0.0	  1.0	0.10474	0.00665
  1.0	  2.0	0.12106	0.00756
  2.0	  3.0	0.11544	0.00717
  3.0	  4.0	0.11673	0.00718
  4.0	  5.0	0.11597	0.00669
  5.0	  6.0	0.11224	0.00712
  6.0	  7.0	0.12167	0.00686
  7.0	  8.0	0.12106	0.00725
  8.0	  9.0	0.11692	0.00651
  9.0	 10.0	0.12943	0.00742
 10.0	 11.0	0.11932	0.00710
 11.0	 12.0	0.13280	0.00749
 12.0	 13.0	0.11196	0.00670
 13.0	 14.0	0.11925	0.00713
 14.0	 15.0	0.12771	0.00718
 15.0	 16.0	0.11549	0.00741
 16.0	 17.0	0.11795	0.00721
 17.0	 18.0	0.12752	0.00770
 18.0	 19.0	0.12816	0.00863
 19.0	 20.0	0.12187	0.00770
 20.0	 21.0	0.10799	0.00693
 21.0	 22.0	0.11359	0.00771
 22.0	 23.0	0.11248	0.00769
 23.0	 24.0	0.13525	0.00875
 24.0	 25.0	0.11816	0.00778
 25.0	 26.0	0.12899	0.00891
 26.0	 27.0	0.12704	0.00822
 27.0	 28.0	0.12876	0.00940
 28.0	 29.0	0.11614	0.00876
 29.0	 30.0	0.11150	0.00914
 30.0	 31.0	0.12080	0.01042
 31.0	 32.0	0.12718	0.01097
 32.0	 33.0	0.13755	0.01299
 33.0	 34.0	0.12671	0.01306
 34.0	 35.0	0.10329	0.01053
 35.0	 36.0	0.08915	0.00962
 36.0	 37.0	0.09695	0.01077
 37.0	 38.0	0.10739	0.01283
 38.0	 39.0	0.12059	0.01988
 39.0	 40.0	0.13207	0.02015
 40.0	 41.0	0.10933	0.01675
 41.0	 42.0	0.08502	0.01529
 42.0	 43.0	0.08170	0.01871
 43.0	 44.0	0.08489	0.01894
 44.0	 45.0	0.11847	0.02764
 45.0	 46.0	0.09573	0.02862
 46.0	 47.0	0.09912	0.03228
 47.0	 48.0	0.07649	0.02097
 48.0	 49.0	0.11416	0.07596
 49.0	 50.0	0.04861	0.01357
 50.0	 51.0	0.13332	0.06048
 51.0	 52.0	0.08190	0.12724
 52.0	 53.0	0.07517	0.10446
 53.0	 54.0	0.10255	0.24307
 54.0	 55.0	0.05868	0.05271
 55.0	 56.0	0.12710	0.21442
 56.0	 57.0	0.01704	0.05063
 57.0	 58.0	0.03716	0.02775
 58.0	 59.0	0.02114	0.02523
 59.0	 60.0	0.01027	0.04558
 60.0	 61.0	0.00697	0.02961
 61.0	 62.0	0.02350	0.02066
 62.0	 63.0	0.00639	0.02887
 63.0	 64.0	0.00487	0.02954
 64.0	 65.0	0.00241	0.04972
 65.0	 66.0	0.01679	0.20349
 66.0	 67.0	0.00806	0.05564
 67.0	 68.0	0.00405	0.04526
 68.0	 69.0	0.03657	0.02608
 69.0	 70.0	0.02516	0.05220
 70.0	 71.0	0.01600	0.03029
 71.0	 72.0	0.04579	0.03043
 72.0	 73.0	0.01952	0.03776
 73.0	 74.0	0.01628	0.01802
 74.0	 75.0	0.03234	0.05520
 75.0	 76.0	0.02182	0.02702
 76.0	 77.0	0.03222	0.06869
 77.0	 78.0	0.02662	0.01503
 78.0	 79.0	0.04491	0.04308
 79.0	 80.0	0.01223	0.11111
 80.0	 81.0	0.03036	0.06315
 81.0	 82.0	0.02228	0.02004
 82.0	 83.0	0.00210	0.02319
 83.0	 84.0	0.04847	0.32039
 84.0	 85.0	0.03720	0.02008
 85.0	 86.0	0.01534	0.02286
 86.0	 87.0	0.04423	0.06671
 87.0	 88.0	0.02592	0.03486
 88.0	 89.0	0.04145	0.05308
 89.0	 90.0	0.02046	0.03120
 90.0	 91.0	0.00505	0.05359
 91.0	 92.0	0.18741	1.35445
 92.0	 93.0	0.02346	0.04904
 93.0	 94.0	0.14032	0.71492
 94.0	 95.0	0.07008	0.07079
 95.0	 96.0	0.12135	0.20066
 96.0	 97.0	0.08570	0.30050
 97.0	 98.0	0.04742	0.04658
 98.0	 99.0	0.16873	0.71116
 99.0	100.0	0.10466	0.18590
