  0.0	  1.0	0.37811	0.00215
  1.0	  2.0	0.38239	0.00207
  2.0	  3.0	0.38755	0.00202
  3.0	  4.0	0.39308	0.00195
  4.0	  5.0	0.39509	0.00195
  5.0	  6.0	0.39526	0.00191
  6.0	  7.0	0.39686	0.00190
  7.0	  8.0	0.39544	0.00188
  8.0	  9.0	0.39117	0.00187
  9.0	 10.0	0.38778	0.00187
 10.0	 11.0	0.38751	0.00187
 11.0	 12.0	0.38485	0.00187
 12.0	 13.0	0.37950	0.00187
 13.0	 14.0	0.37651	0.00189
 14.0	 15.0	0.36702	0.00188
 15.0	 16.0	0.36615	0.00188
 16.0	 17.0	0.36051	0.00192
 17.0	 18.0	0.35763	0.00190
 18.0	 19.0	0.35095	0.00194
 19.0	 20.0	0.34392	0.00193
 20.0	 21.0	0.33805	0.00193
 21.0	 22.0	0.33112	0.00195
 22.0	 23.0	0.32780	0.00201
 23.0	 24.0	0.31335	0.00200
 24.0	 25.0	0.30692	0.00201
 25.0	 26.0	0.30118	0.00202
 26.0	 27.0	0.29393	0.00203
 27.0	 28.0	0.28666	0.00206
 28.0	 29.0	0.27811	0.00208
 29.0	 30.0	0.27075	0.00211
 30.0	 31.0	0.26876	0.00213
 31.0	 32.0	0.26292	0.00219
 32.0	 33.0	0.25028	0.00221
 33.0	 34.0	0.23827	0.00222
 34.0	 35.0	0.23529	0.00227
 35.0	 36.0	0.22826	0.00231
 36.0	 37.0	0.21839	0.00236
 37.0	 38.0	0.21003	0.00241
 38.0	 39.0	0.20171	0.00247
 39.0	 40.0	0.20014	0.00250
 40.0	 41.0	0.19117	0.00257
 41.0	 42.0	0.18140	0.00260
 42.0	 43.0	0.17942	0.00271
 43.0	 44.0	0.16968	0.00275
 44.0	 45.0	0.16569	0.00286
 45.0	 46.0	0.15269	0.00289
 46.0	 47.0	0.15389	0.00303
 47.0	 48.0	0.14333	0.00312
 48.0	 49.0	0.13609	0.00323
 49.0	 50.0	0.13455	0.00336
 50.0	 51.0	0.12368	0.00349
 51.0	 52.0	0.11180	0.00353
 52.0	 53.0	0.10852	0.00375
 53.0	 54.0	0.10760	0.00402
 54.0	 55.0	0.09439	0.00412
 55.0	 56.0	0.08157	0.00422
 56.0	 57.0	0.08019	0.00450
 57.0	 58.0	0.08163	0.00484
 58.0	 59.0	0.07817	0.00534
 59.0	 60.0	0.07338	0.00561
 60.0	 61.0	0.06325	0.00577
 61.0	 62.0	0.05695	0.00618
 62.0	 63.0	0.04498	0.00695
 63.0	 64.0	0.04929	0.00745
 64.0	 65.0	0.03815	0.00791
 65.0	 66.0	0.02874	0.00857
 66.0	 67.0	0.03721	0.00904
 67.0	 68.0	0.04494	0.00982
 68.0	 69.0	0.01457	0.03069
 69.0	 70.0	0.01871	0.03110
 70.0	 71.0	0.02973	0.01425
 71.0	 72.0	0.01892	0.01846
 72.0	 73.0	0.01431	0.01677
 73.0	 74.0	0.04067	0.01700
 74.0	 75.0	0.03413	0.03005
 75.0	 76.0	0.02343	0.02256
 76.0	 77.0	0.05098	0.04503
 77.0	 78.0	0.03819	0.03469
 78.0	 79.0	0.05050	0.03928
 79.0	 80.0	0.13684	0.92928
 80.0	 81.0	0.05375	0.05066
 81.0	 82.0	0.03359	0.04005
 82.0	 83.0	0.13738	2.98818
 83.0	 84.0	0.04149	0.02948
 84.0	 85.0	0.01091	0.01950
 85.0	 86.0	0.06592	0.23036
 86.0	 87.0	0.02953	0.03204
 87.0	 88.0	0.03462	0.06130
 88.0	 89.0	0.01382	0.03082
 89.0	 90.0	0.05328	0.37042
 90.0	 91.0	0.08061	0.21721
 91.0	 92.0	0.04521	0.04582
 92.0	 93.0	0.05688	0.04559
 93.0	 94.0	0.02935	0.05182
 94.0	 95.0	0.08527	0.06036
 95.0	 96.0	0.02636	0.05352
 96.0	 97.0	0.08329	0.08900
 97.0	 98.0	0.04512	0.04956
 98.0	 99.0	0.14018	0.32586
 99.0	100.0	0.09198	0.21499
