  0.0	  2.0	0.20171	0.00479
  2.0	  4.0	0.19192	0.00473
  4.0	  6.0	0.19311	0.00472
  6.0	  8.0	0.19905	0.00478
  8.0	 10.0	0.19455	0.00467
 10.0	 12.0	0.18955	0.00464
 12.0	 14.0	0.19193	0.00470
 14.0	 16.0	0.17479	0.00452
 16.0	 18.0	0.18398	0.00471
 18.0	 20.0	0.18323	0.00469
 20.0	 22.0	0.17614	0.00454
 22.0	 24.0	0.18047	0.00473
 24.0	 26.0	0.17054	0.00448
 26.0	 28.0	0.16602	0.00448
 28.0	 30.0	0.16306	0.00464
 30.0	 32.0	0.16337	0.00451
 32.0	 34.0	0.16159	0.00449
 34.0	 36.0	0.16776	0.00458
 36.0	 38.0	0.16472	0.00464
 38.0	 40.0	0.15165	0.00448
 40.0	 42.0	0.14853	0.00453
 42.0	 44.0	0.15088	0.00460
 44.0	 46.0	0.15702	0.00465
 46.0	 48.0	0.14489	0.00458
 48.0	 50.0	0.14022	0.00461
 50.0	 52.0	0.14510	0.00458
 52.0	 54.0	0.15990	0.00472
 54.0	 56.0	0.15036	0.00470
 56.0	 58.0	0.14822	0.00485
 58.0	 60.0	0.14280	0.00548
 60.0	 62.0	0.15459	0.00591
 62.0	 64.0	0.14714	0.00680
 64.0	 66.0	0.12834	0.00895
 66.0	 68.0	0.13274	0.00997
 68.0	 70.0	0.10326	0.01418
 70.0	 72.0	0.10559	0.01608
 72.0	 74.0	0.09247	0.02178
 74.0	 76.0	0.11728	0.01943
 76.0	 78.0	0.08348	0.03171
 78.0	 80.0	0.03969	0.07750
 80.0	 82.0	0.11867	0.03155
 82.0	 84.0	0.06330	0.06272
 84.0	 86.0	0.02898	0.16295
 86.0	 88.0	0.18946	0.02819
 88.0	 90.0	0.14524	0.04500
 90.0	 92.0	0.14796	0.04750
 92.0	 94.0	0.13915	0.04940
 94.0	 96.0	0.14459	0.05052
 96.0	 98.0	0.16411	0.05560
 98.0	100.0	0.12230	0.12936
